cluster,37
lv,1.5
opt,Co2L0-24H-T-H-B-I-A-solar+p3-dist1
planning_horizon,2030
carrier,
gas,-inf
offwind-ac,4.686
offwind-dc,1.081
oil,-inf
onwind,3.319
residential rural solar thermal,34.704
residential urban decentral solar thermal,32.177
ror,0.035
services rural solar thermal,34.69
services urban decentral solar thermal,31.905
solar,0.502
solar rooftop,0.003
urban central solar thermal,1.894
